Temperature,Humidity,Wind Speed,Pressure,PM2.5,PM10,NO2,SO2,CO,O3,AQI
26.12,36.32,1.74,1009.44,201.01,110.22,52.44,3.37,3.92,115.26,168.18
21.05,75.87,2.43,1013.29,89.8,53.03,50.1,12.13,2.2,176.23,72.94
27.36,54.58,7.81,1019.98,47.29,194.45,15.45,22.76,4.87,82.56,105.03
34.41,69.31,4.54,1000.67,5.64,285.35,58.18,22.09,3.73,76.59,126.69
31.73,45.61,5.87,1006.16,115.47,299.05,28.46,4.13,0.27,88.93,165.8
32.97,39.57,0.7,1017.57,91.35,118.82,97.83,30.27,4.42,22.96,84.4
22.44,39.63,0.83,1033.98,140.95,183.71,80.68,28.38,0.68,104.04,142.86
20.05,34.23,4.74,1011.62,51.07,258.32,44.23,5.75,0.87,65.88,109.17
24.37,41.14,8.26,1018.91,215.62,44.06,19.38,47.27,3.73,30.64,153.81
25.28,69.85,8.91,1011.93,68.15,209.97,79.61,6.77,4.35,89.26,135.67
30.47,82.9,1.32,1032.42,60.48,128.56,16.6,43.03,2.77,10.58,100.93
16.54,78.85,5.61,995.53,122.77,69.78,22.99,2.01,1.59,78.3,74.28
32.65,71.11,9.18,1013.95,127.22,126.8,25.09,44.35,1.89,27.97,100.83
24.21,36.63,4.19,996.74,57.7,32.03,57.9,2.95,1.85,14.13,66.93
22.87,47.35,8.38,987.93,71.61,211.67,79.77,38.37,1.77,150.16,108.63
19.94,48.59,1.77,1015.97,46.58,83.3,34.86,19.36,1.37,165.76,37.32
16.73,45.0,9.39,1014.39,181.02,100.31,13.04,37.43,3.12,45.3,142.04
29.12,60.9,7.64,1010.15,193.67,45.11,49.13,21.28,4.52,101.68,123.74
25.37,62.13,9.44,1011.94,118.27,260.75,76.07,5.4,1.67,57.25,178.25
18.55,51.41,6.93,1043.98,179.95,153.1,26.06,38.84,1.1,93.91,150.06
18.52,51.23,3.95,1010.42,185.3,175.92,25.89,5.42,4.23,84.23,165.05
23.32,79.71,9.41,1018.1,38.88,175.14,94.99,46.26,3.76,55.74,90.65
33.35,77.36,3.12,1006.51,241.71,129.04,95.64,4.45,4.67,129.07,209.8
23.7,48.47,3.66,1015.95,206.15,65.83,99.09,25.01,0.99,31.5,142.98
17.48,84.83,7.16,1010.62,55.1,226.09,81.73,36.71,0.89,19.02,102.31
23.77,87.17,7.77,1008.89,50.61,46.85,22.88,20.88,2.8,140.5,41.99
23.64,49.6,9.33,1031.19,35.79,40.12,25.14,12.43,3.15,123.21,43.88
11.52,51.27,2.45,1024.77,38.9,215.94,37.32,38.44,2.5,94.75,84.63
24.73,60.34,8.08,1014.37,188.3,70.56,35.22,39.65,3.08,89.52,147.27
23.85,86.47,7.52,989.96,120.07,98.96,95.87,46.29,1.07,94.56,79.59
28.48,82.58,1.11,1009.39,196.82,147.82,79.96,20.06,2.5,84.29,158.85
34.24,36.15,4.18,1040.03,187.83,140.31,73.78,26.3,3.36,76.79,165.47
30.63,53.56,3.19,1010.69,153.13,215.49,22.67,19.43,2.28,94.95,158.31
23.66,63.2,3.39,1024.03,173.16,190.8,91.4,14.34,3.46,99.85,155.3
19.47,60.19,9.84,1027.42,9.5,196.87,83.65,38.05,2.37,127.62,93.63
37.87,41.63,6.61,1015.19,81.39,217.08,20.55,18.3,1.8,130.91,103.52
25.3,81.53,7.32,1004.58,161.27,94.86,87.76,22.55,1.66,74.2,125.11
25.07,70.62,9.78,988.65,7.29,103.48,30.86,21.38,2.17,80.3,56.74
24.88,80.27,4.08,1019.84,13.08,137.02,12.68,36.21,0.31,73.53,60.07
25.99,81.53,8.12,1004.85,213.71,99.16,67.4,46.05,3.41,101.21,147.77
24.28,74.9,4.63,1014.76,172.59,295.63,67.11,34.0,4.26,87.07,215.87
22.13,56.35,8.76,1000.5,70.02,246.08,14.02,24.64,1.9,161.23,121.7
22.27,66.63,2.22,1010.35,173.55,57.75,35.29,39.4,0.42,128.38,124.58
24.84,39.62,9.5,1013.34,199.15,11.62,99.32,32.77,4.94,162.77,155.63
22.28,70.42,2.58,1015.69,80.16,22.41,69.45,4.91,1.47,130.55,77.77
21.44,40.76,3.6,1001.85,13.83,80.78,74.36,6.59,0.81,175.07,61.64
25.53,71.64,7.68,1024.97,233.53,43.14,25.23,3.82,1.97,118.08,143.6
23.73,43.78,4.24,1007.03,89.57,164.67,12.48,23.93,3.75,173.8,123.25
32.52,37.05,6.28,996.26,31.09,258.82,31.31,41.64,1.61,36.89,107.18
11.75,39.92,4.72,1011.91,125.5,223.66,28.65,17.03,2.96,18.92,124.68
30.46,30.12,7.55,1013.34,193.27,72.53,27.28,20.44,2.19,108.45,135.44
31.23,73.12,2.67,1014.61,59.3,125.8,23.31,45.65,0.77,177.19,81.69
14.63,73.94,1.06,1026.62,71.03,157.29,59.6,42.17,1.79,80.99,106.5
23.29,60.9,3.35,1010.64,64.47,244.96,36.17,33.92,3.68,46.05,121.07
23.14,39.68,5.01,1011.8,247.96,253.35,82.93,14.81,3.14,98.66,208.98
17.96,35.01,2.1,1001.97,53.36,273.82,22.48,7.62,0.77,120.3,126.03
21.11,31.15,3.87,1021.21,146.0,157.68,49.14,2.77,0.98,63.58,109.88
19.45,39.94,4.3,1014.84,231.69,211.34,6.3,7.14,3.28,131.51,214.57
33.76,83.45,1.05,1008.8,40.99,42.42,50.76,16.04,4.1,175.77,51.46
29.68,44.49,6.04,993.95,242.86,173.93,10.3,28.49,1.88,162.48,188.63
31.36,51.26,8.9,1027.44,237.13,82.12,97.88,5.07,3.06,59.57,171.99
28.61,36.32,1.94,1000.72,221.72,135.2,80.11,8.54,1.02,65.54,173.09
19.35,43.34,6.18,1007.09,57.57,193.87,51.56,10.69,1.69,73.16,78.05
22.38,61.15,6.82,1016.58,160.34,84.53,13.23,32.34,0.3,77.07,123.26
27.45,66.47,4.48,1001.03,191.42,25.13,61.28,31.56,3.89,27.05,127.71
18.89,44.72,7.16,998.06,246.58,12.97,77.08,28.44,2.12,139.53,135.95
28.56,33.46,4.4,991.76,49.2,16.43,23.12,14.02,4.12,72.11,35.09
23.8,53.46,5.29,1020.21,192.68,12.42,58.98,19.81,3.6,159.57,115.93
23.13,44.05,0.57,1007.55,88.01,42.0,82.35,6.64,4.18,167.58,61.58
28.55,43.17,7.07,1042.27,48.03,79.45,77.98,12.87,1.57,14.15,87.12
27.22,87.59,6.78,1003.06,108.24,74.15,81.28,45.09,1.09,178.05,115.87
23.2,66.98,0.86,1003.79,199.49,296.17,88.54,49.03,4.87,130.7,223.89
30.8,63.41,4.0,1007.35,118.89,98.74,94.08,33.09,3.64,98.47,109.68
19.59,54.95,9.8,1015.43,136.69,46.95,43.52,46.01,4.2,76.22,100.26
28.08,55.74,4.5,1008.3,248.81,168.21,59.03,32.85,0.26,98.15,196.54
27.97,62.45,5.27,1019.12,102.78,258.81,80.11,3.59,1.9,65.19,170.6
23.45,71.79,9.14,1003.21,155.77,206.64,71.23,49.84,3.77,115.86,154.55
26.63,72.13,7.31,999.18,94.48,95.86,99.57,6.75,0.57,25.81,71.77
18.74,40.3,6.03,995.02,101.23,172.87,6.3,34.77,2.92,115.59,139.14
29.62,60.01,8.08,990.76,175.43,217.31,38.74,14.14,2.26,56.81,138.6
24.08,54.72,8.71,1007.82,234.78,221.15,31.7,20.82,0.28,13.0,173.93
22.39,82.23,4.84,1009.99,137.88,203.3,29.92,33.0,1.33,103.96,136.94
30.25,67.89,5.01,1006.69,193.26,262.54,26.14,22.95,1.57,108.34,162.61
21.48,61.95,4.17,1025.43,26.86,262.33,72.37,14.03,0.74,82.52,120.61
17.96,36.92,9.68,1025.28,56.73,177.89,13.05,18.05,3.23,22.29,106.94
17.22,66.34,7.12,1009.65,128.02,134.66,75.45,18.39,1.36,161.87,111.58
28.03,37.03,1.29,995.06,9.9,196.06,70.88,48.05,1.53,113.94,99.33
18.6,50.23,8.7,1007.33,66.95,247.28,28.83,40.33,4.51,29.67,148.43
33.77,38.57,5.07,1007.0,131.76,11.64,29.02,24.01,2.44,96.86,81.04
14.59,71.52,1.15,1006.43,8.67,297.68,64.74,11.59,2.08,94.53,102.07
33.48,42.38,5.72,1006.02,69.81,63.04,77.41,40.93,3.67,20.27,108.93
26.06,53.51,4.46,1006.47,130.94,146.37,88.27,9.54,4.57,113.17,145.46
24.52,83.74,8.84,1009.13,145.42,262.89,85.95,12.1,0.32,147.42,168.53
22.28,42.26,2.44,1006.64,231.81,75.26,96.66,19.57,2.35,137.33,179.38
27.0,60.47,8.35,1015.08,163.11,148.27,60.23,44.26,3.13,44.5,149.09
24.81,55.16,5.8,1016.6,106.61,48.45,91.32,8.33,1.73,156.59,78.12
30.52,31.09,1.02,1003.89,232.94,124.57,81.81,7.87,3.91,68.23,176.7
25.57,77.57,9.73,1025.71,197.3,61.37,89.99,25.71,4.86,170.91,160.93
25.75,34.14,5.37,1003.2,54.0,115.45,6.1,15.27,4.73,22.2,47.76
23.18,58.46,3.26,996.82,37.06,118.3,96.76,29.3,1.48,92.66,67.12
24.72,63.64,4.96,1016.81,170.57,298.02,49.99,23.68,1.29,111.51,207.71
26.54,67.71,8.65,1004.83,142.17,298.5,80.83,22.88,4.8,52.1,177.61
16.45,71.32,3.4,1016.21,198.47,43.29,17.08,7.37,2.4,141.13,147.52
18.26,45.2,2.33,988.96,186.01,220.53,42.61,8.77,1.2,116.57,191.01
28.72,30.6,1.73,1026.92,158.18,25.01,30.79,41.41,3.59,13.08,101.8
25.85,73.41,3.33,1019.72,246.66,18.76,32.71,44.52,1.57,113.42,132.89
24.08,62.14,7.91,998.0,135.73,40.55,16.71,13.26,1.48,93.55,84.37
25.09,80.17,4.98,998.21,32.71,289.99,81.55,7.45,4.42,43.32,165.98
26.74,79.28,2.66,1029.72,207.93,282.85,5.88,4.56,0.98,179.28,224.28
22.3,80.6,2.08,1005.63,66.7,66.24,34.69,31.2,0.51,162.52,64.91
21.11,59.11,3.66,1004.66,195.44,56.88,21.57,36.34,1.49,59.73,115.31
25.98,50.02,9.43,990.34,239.49,79.76,60.96,19.89,3.11,101.98,163.9
20.11,77.49,3.76,1009.49,175.71,159.51,29.15,34.62,0.79,63.81,147.66
27.04,57.08,9.89,1010.72,151.03,175.21,29.6,36.22,2.46,141.83,124.43
16.49,41.01,5.11,1020.15,117.79,74.26,51.39,46.9,3.21,168.16,102.86
30.15,81.3,2.2,999.01,94.28,229.42,67.01,5.11,4.27,71.0,157.0
27.36,82.95,8.97,997.8,91.49,99.77,16.52,11.23,1.3,146.95,57.75
26.28,57.98,4.87,1017.51,160.91,277.42,21.67,5.29,4.12,94.73,192.78
29.91,34.54,7.24,1023.07,189.06,200.45,28.48,43.66,1.33,77.42,185.85
33.33,53.27,9.85,997.29,171.24,136.54,97.51,40.04,3.45,169.53,143.66
30.07,78.21,0.98,1023.82,53.61,239.07,42.73,29.58,2.27,96.77,138.43
15.8,84.11,1.42,1013.38,126.03,247.2,61.9,6.02,0.75,89.46,137.35
18.6,42.21,7.34,1023.92,198.95,94.24,27.95,15.12,3.63,124.31,151.29
21.88,34.02,3.18,1012.3,121.55,108.52,51.59,16.29,1.25,54.41,99.53
25.13,82.64,2.25,987.78,136.47,281.43,12.04,28.92,1.05,65.21,155.16
27.59,53.36,0.87,1011.48,193.93,57.77,8.3,14.39,1.92,168.45,115.72
21.37,62.51,0.71,1023.6,167.01,22.22,49.53,5.5,3.34,125.35,118.39
25.93,88.08,7.86,1004.06,105.29,141.68,42.87,37.08,1.32,150.53,121.0
21.22,33.99,1.78,1009.12,224.38,242.35,18.0,16.36,1.08,56.09,190.91
21.94,68.9,4.94,1011.24,44.83,233.78,70.32,23.71,0.25,102.44,83.16
17.97,34.45,6.26,984.0,248.9,276.66,99.33,8.13,2.46,175.14,234.73
20.38,52.53,4.57,1029.71,34.12,164.63,42.59,40.52,2.26,64.18,87.12
18.24,78.23,0.76,1003.99,8.66,39.02,64.33,29.15,1.32,37.28,25.39
20.12,56.01,7.94,1018.06,223.05,180.72,96.48,45.28,0.46,96.85,208.97
30.27,89.83,0.6,1012.13,65.01,235.73,84.0,25.78,2.26,75.93,97.76
20.25,63.54,7.74,1025.58,183.78,37.07,49.04,47.19,3.98,37.13,89.7
38.16,49.27,8.99,1017.06,203.7,60.07,75.06,44.81,3.63,161.05,132.78
27.47,43.21,4.61,1010.65,215.45,13.56,17.17,29.67,4.33,178.42,142.22
25.92,51.03,5.59,1004.06,247.94,182.16,53.65,46.83,0.25,106.66,173.36
20.71,52.35,5.03,1020.98,77.04,267.15,31.51,17.51,4.84,141.7,125.33
28.5,34.12,4.2,994.27,179.01,204.49,20.31,19.55,1.84,156.04,176.76
22.12,52.17,8.93,1019.46,33.27,294.79,45.5,4.18,4.95,129.17,134.22
25.61,57.85,8.99,1002.01,104.67,28.28,17.45,30.28,1.41,17.51,74.32
37.8,73.36,3.69,1025.52,212.75,271.87,71.4,36.65,2.46,36.8,216.76
24.52,69.4,6.34,1014.61,95.08,246.08,48.34,39.13,1.9,22.07,127.91
30.75,72.53,9.31,1019.44,149.82,101.13,55.46,9.19,1.91,11.68,111.53
21.48,30.5,9.64,1013.82,128.42,292.32,18.91,23.32,4.24,62.02,181.08
24.83,43.06,5.34,995.48,163.26,93.5,18.28,10.49,3.78,76.7,104.74
33.85,69.7,4.8,1004.39,243.36,267.9,60.42,33.78,4.96,50.98,193.55
21.87,59.04,3.15,1019.72,18.66,265.42,98.58,9.58,3.14,20.98,102.64
34.06,30.32,9.61,1014.67,145.62,229.72,14.14,45.4,2.42,100.08,168.65
28.54,78.27,1.86,1024.81,216.44,173.41,32.14,13.07,0.63,56.46,170.97
22.19,76.37,6.01,1017.03,122.94,44.8,87.6,15.99,4.98,145.33,115.19
28.16,62.91,3.18,1003.33,24.24,164.27,11.87,42.84,2.85,11.37,43.25
29.86,33.99,3.15,1005.04,142.33,113.47,88.21,24.01,3.56,153.23,133.71
28.11,75.99,4.35,1014.03,86.36,239.74,54.81,3.15,2.15,172.31,140.45
17.15,65.02,9.99,989.86,42.96,229.86,43.79,25.74,2.83,131.74,86.96
21.36,76.92,1.02,1029.73,213.01,274.08,34.42,6.06,4.72,134.72,222.27
23.76,75.1,6.0,1017.42,132.79,14.3,33.23,49.3,1.0,168.71,81.17
24.63,78.18,1.28,1025.27,233.65,244.64,34.05,30.23,1.6,45.54,246.93
28.1,61.08,1.97,997.19,202.47,282.15,89.06,14.31,0.93,179.08,169.22
25.89,38.42,4.68,1025.45,174.78,238.9,73.76,29.06,4.0,141.49,203.26
18.32,70.27,5.35,1035.31,6.23,47.76,68.62,5.69,0.5,133.52,22.84
26.9,67.23,2.96,999.79,109.82,33.57,80.88,40.39,0.59,71.39,54.03
28.05,74.54,3.51,1020.71,53.38,16.05,29.43,46.42,1.63,102.78,35.82
27.8,40.19,1.33,1013.01,228.15,192.34,63.71,43.97,2.67,121.17,194.93
30.4,41.7,3.38,997.56,47.77,192.61,48.71,18.4,2.15,115.46,111.78
29.17,83.42,9.68,1017.93,75.08,296.2,79.33,17.64,0.42,129.85,164.89
27.3,75.0,9.47,1021.34,131.63,125.43,34.38,3.68,4.8,24.0,143.26
24.65,84.49,3.68,1006.99,69.52,106.25,66.1,33.27,4.77,70.46,76.16
16.7,75.52,5.92,1024.66,56.42,191.08,88.81,27.68,1.54,83.78,119.05
27.15,65.83,9.14,996.33,151.78,249.43,43.2,24.05,3.71,54.31,174.33
26.04,69.25,0.56,998.05,26.79,281.66,11.33,45.57,2.98,39.35,101.2
26.36,83.35,8.2,1014.37,19.25,242.91,54.02,10.06,1.34,33.62,89.92
18.62,64.73,9.51,1013.25,96.2,133.74,37.87,2.46,1.46,72.29,87.3
19.59,67.94,1.37,1005.83,181.56,194.13,68.86,5.52,2.56,93.89,166.29
30.27,39.39,2.03,1021.1,140.93,258.33,95.35,12.72,2.21,20.71,154.24
24.8,58.44,9.63,1018.31,108.6,152.28,51.13,3.6,1.6,170.9,98.07
28.41,72.98,5.61,1021.58,143.61,72.84,49.29,26.14,4.08,140.09,122.11
25.14,46.26,0.63,1011.77,94.54,59.22,67.19,17.08,2.51,134.24,92.26
25.15,42.14,2.95,1019.03,234.36,10.05,14.83,10.66,3.34,39.39,130.21
29.69,48.83,4.77,1008.54,18.45,218.29,29.08,38.0,1.11,112.65,105.61
22.42,44.49,7.08,1033.54,169.98,42.22,92.3,11.81,2.76,100.05,113.85
25.48,42.89,7.47,1004.87,223.36,80.71,68.64,35.01,1.73,177.02,148.69
22.69,55.49,9.96,1034.05,201.95,96.38,6.28,18.76,2.73,137.1,152.29
22.83,84.47,3.23,1013.35,50.09,172.51,24.44,26.57,3.95,107.88,92.59
23.45,60.42,5.61,999.24,77.5,125.41,69.87,46.83,3.89,154.64,101.74
26.11,41.28,5.57,1026.68,180.68,205.66,77.62,3.79,1.9,36.37,128.61
22.61,34.62,4.35,1014.26,25.65,26.14,84.79,26.01,3.53,12.59,41.54
31.28,71.77,2.11,1021.51,203.91,45.94,32.76,43.01,4.72,127.34,110.46
20.53,52.97,9.79,1025.24,181.13,154.77,93.45,30.22,3.2,26.71,139.68
24.07,79.31,8.61,1016.38,183.75,107.72,57.53,15.29,0.91,29.62,114.01
22.8,69.57,5.23,1007.08,29.56,95.79,71.17,21.09,3.46,136.6,49.17
32.23,77.77,6.23,1022.76,180.85,29.44,61.69,34.65,0.7,55.99,102.16
25.98,46.32,2.66,1013.01,171.56,269.76,16.66,44.76,4.39,116.87,178.81
30.16,71.54,5.67,1019.86,208.58,210.63,96.5,3.97,2.68,165.96,198.65
17.57,45.84,7.1,991.46,15.19,45.27,16.67,5.43,2.05,63.8,33.87
26.34,86.34,5.39,1017.47,10.66,28.86,29.21,17.6,0.47,46.91,0.0
29.45,68.18,9.91,1006.61,96.39,292.71,82.29,13.17,2.03,28.12,152.79
25.41,49.47,6.31,1029.53,41.45,207.54,63.77,14.72,4.54,32.18,109.12
30.33,46.17,4.02,1019.23,141.8,131.06,84.62,12.62,0.3,20.58,115.7
22.41,41.46,7.84,1015.4,229.75,213.5,53.99,11.4,2.48,24.9,191.91
32.05,71.68,2.12,1017.86,100.91,229.34,40.81,8.27,4.67,83.44,142.28
36.49,43.12,4.15,1003.02,212.01,236.19,92.58,46.83,2.1,64.55,207.51
23.19,65.72,3.8,1029.23,5.06,148.58,8.44,8.92,2.26,130.12,34.14
22.77,45.88,4.6,1032.91,46.29,134.67,86.33,11.81,2.98,157.94,81.19
32.27,69.72,7.93,1016.93,12.45,13.2,26.93,13.82,2.42,143.41,46.33
32.9,78.9,5.1,1028.9,85.4,278.7,85.63,46.78,1.01,100.21,163.49
22.39,76.68,8.04,1007.31,227.51,184.96,18.22,38.27,0.29,27.42,187.16
22.9,75.65,5.98,1005.03,28.75,68.91,60.12,39.91,3.13,130.66,63.11
23.59,41.26,3.75,1013.41,153.57,276.68,89.37,7.03,4.62,71.68,209.19
18.28,35.3,8.19,1017.35,115.62,275.33,49.99,42.14,0.71,24.56,178.9
20.41,71.94,2.76,1009.06,234.92,296.86,75.92,21.59,1.21,153.22,219.96
19.98,52.1,2.63,1018.38,35.02,263.48,81.44,14.62,1.98,67.5,98.17
21.16,55.94,5.29,1016.06,56.95,299.36,74.97,29.64,4.08,47.1,136.39
24.83,31.87,2.98,1003.02,12.24,80.96,92.91,41.46,1.49,158.15,95.86
26.17,45.57,0.59,1018.19,111.31,254.25,47.45,39.38,4.43,163.36,131.67
32.75,32.02,6.66,1021.64,73.07,248.68,21.45,44.72,0.46,67.63,111.2
20.01,82.75,5.36,1014.71,218.13,76.97,9.54,46.55,4.72,70.32,129.8
29.92,44.6,4.73,1024.53,153.21,38.55,28.41,13.43,2.89,108.54,104.4
23.93,63.44,9.69,1000.83,155.45,294.03,18.6,22.35,3.36,134.69,163.65
24.75,32.34,5.93,1017.68,135.32,95.85,58.01,2.7,1.96,20.74,107.03
28.37,70.01,8.7,1001.3,27.5,262.56,22.57,44.21,3.95,110.87,81.81
19.39,49.38,1.82,1001.86,114.03,11.2,8.7,9.42,1.0,171.98,77.42
26.91,83.88,5.91,1006.69,249.88,16.1,8.42,43.35,0.43,54.56,153.51
25.83,83.29,8.75,1003.58,209.63,145.1,84.0,17.81,2.1,164.5,161.46
27.46,49.52,6.04,1007.52,223.9,79.23,61.19,19.67,4.3,171.53,157.12
26.45,84.06,7.32,1010.86,206.69,210.05,39.02,3.88,3.82,55.76,180.59
37.28,89.77,4.03,1021.37,30.25,174.01,89.95,17.69,2.68,138.21,90.73
21.81,79.52,1.38,1009.79,60.72,32.47,11.67,44.64,2.95,50.59,52.78
22.35,80.69,4.85,997.14,5.76,57.16,98.13,3.23,0.82,135.39,46.71
21.88,44.94,4.25,1024.4,79.36,122.53,63.55,21.5,4.24,145.56,117.98
22.22,64.6,8.74,1004.63,31.61,63.83,22.43,3.51,3.98,52.02,38.13
21.81,34.04,2.82,1012.41,120.83,239.74,69.51,19.8,3.35,131.7,148.33
30.95,35.7,9.68,1017.47,170.9,130.66,77.52,10.29,2.44,148.06,156.71
32.1,89.93,9.6,1015.0,219.25,37.1,45.79,14.11,4.83,70.96,120.62
22.15,49.6,2.85,1023.94,188.56,150.46,86.86,44.12,4.42,38.51,134.78
20.84,74.89,3.81,1017.79,234.95,36.34,19.32,22.93,3.29,25.63,145.25
27.36,78.4,9.01,1004.39,18.21,47.39,31.49,15.14,1.98,107.81,42.78
22.24,81.48,9.68,1034.79,7.98,79.49,13.88,30.29,3.17,176.28,32.93
28.16,89.86,4.71,1014.94,167.03,259.26,25.03,8.82,2.96,149.9,167.44
26.01,44.49,3.55,1011.53,75.89,278.14,27.68,14.45,2.09,84.09,121.43
17.42,32.42,5.5,1022.64,67.11,249.61,92.18,28.22,1.67,101.23,113.1
32.74,54.67,7.03,1015.49,86.07,106.88,12.42,13.4,2.15,57.52,95.02
33.98,37.8,3.1,1016.99,71.1,89.01,45.6,34.6,2.95,37.72,60.45
21.94,31.35,7.5,1037.92,130.3,169.26,55.58,25.59,2.26,91.95,127.39
23.06,51.63,0.99,1010.25,112.84,219.34,90.38,39.06,1.47,88.8,125.8
26.43,77.02,0.97,1009.82,130.54,298.08,99.78,47.52,3.85,98.73,158.75
26.67,63.97,4.17,1014.17,169.81,48.16,76.57,7.56,2.75,171.98,132.13
28.29,48.77,3.86,1023.72,99.85,24.29,97.23,18.06,0.52,112.66,63.87
35.05,69.26,3.5,997.93,66.57,211.36,79.77,17.34,1.97,112.98,116.53
24.12,43.92,5.16,993.34,45.72,251.35,96.5,9.26,4.45,31.76,99.73
21.01,30.86,3.55,1007.13,90.62,255.44,72.19,40.89,3.83,179.4,135.14
18.1,75.86,2.33,996.66,186.74,206.75,12.58,38.47,1.75,141.38,178.0
21.35,67.42,3.44,1008.75,190.39,286.66,43.18,25.25,4.7,159.12,242.88
24.83,75.74,9.76,1018.02,168.39,158.19,66.43,27.81,0.57,80.43,113.36
33.97,32.34,4.41,1004.09,62.34,275.01,38.32,4.86,4.81,95.36,131.08
22.41,80.23,4.72,998.73,149.08,290.67,30.97,28.66,1.38,98.75,178.57
26.12,67.17,5.98,1013.69,144.82,255.68,59.85,39.98,0.24,43.0,149.45
24.92,63.8,9.84,1021.63,123.65,99.83,93.68,29.54,2.28,127.21,124.75
30.94,67.48,2.8,996.05,139.74,66.9,8.32,14.73,1.92,163.51,87.55
37.63,81.87,6.97,1021.2,125.49,168.95,78.08,34.04,2.79,37.83,134.37
22.35,65.22,7.3,1021.17,143.54,141.37,73.66,19.35,4.02,24.67,127.25
22.55,64.86,6.27,1022.54,180.3,264.55,96.58,28.15,4.24,135.5,214.31
30.22,89.44,1.34,1025.18,31.86,39.01,93.42,25.4,2.13,56.44,35.61
28.41,75.4,6.93,1035.02,188.66,84.74,77.41,20.3,2.26,116.06,132.34
34.23,56.54,1.11,1009.44,38.29,228.02,54.44,36.51,0.91,128.28,114.31
27.92,72.44,6.16,1014.1,21.32,37.55,24.41,44.43,0.43,64.72,13.75
23.2,53.35,7.53,1008.84,244.14,103.02,56.8,2.25,3.28,148.57,172.6
27.95,43.73,2.5,1013.02,239.46,122.28,77.71,46.81,0.51,103.5,142.79
30.54,65.81,8.5,1028.33,19.81,190.55,90.09,26.55,3.72,157.73,75.41
29.1,85.69,0.79,999.55,113.6,55.86,80.02,35.64,2.79,139.76,100.23
27.54,85.75,8.52,1004.39,50.63,259.58,23.55,43.07,1.15,157.66,99.45
30.33,50.51,4.87,1026.77,123.91,139.79,61.97,24.42,2.79,13.43,111.78
30.85,61.66,2.57,1023.2,208.39,275.94,36.56,42.08,1.08,51.4,204.4
31.91,42.7,1.77,1009.37,237.9,145.68,5.87,10.53,2.31,25.3,162.5
28.24,89.74,9.56,1021.54,160.39,89.76,24.02,9.64,4.04,85.15,136.17
24.16,88.87,1.19,1016.41,91.71,51.13,15.76,33.56,2.42,161.29,78.16
25.73,68.97,2.39,1028.0,152.81,11.09,85.06,43.77,0.91,89.48,101.49
31.03,78.26,3.8,1013.75,81.44,164.33,29.56,44.84,3.67,154.45,127.94
20.92,72.91,6.39,1023.26,227.91,41.08,32.05,32.9,1.1,65.62,140.52
26.84,65.59,5.68,1039.42,218.25,123.6,96.19,27.22,3.75,67.73,192.86
23.03,33.2,1.69,1018.98,141.77,180.89,41.01,17.91,2.5,162.25,154.56
25.14,57.29,3.25,1013.49,84.58,89.95,5.91,49.04,2.38,82.39,73.25
31.39,70.49,2.77,1020.22,76.88,60.82,31.97,17.35,4.29,144.26,95.89
25.96,70.65,2.53,1009.35,13.19,234.67,16.33,37.72,3.6,50.23,96.28
25.23,52.39,4.41,1036.88,204.88,284.57,14.77,27.54,0.36,171.3,189.24
18.2,86.5,7.19,1014.8,115.34,39.13,12.36,31.21,1.62,107.68,83.4
28.73,40.04,2.57,1010.27,84.66,55.12,61.36,20.89,4.38,139.09,98.65
28.23,60.02,3.98,1004.64,120.42,288.4,22.99,48.31,0.29,25.22,159.64
35.82,71.45,4.21,1023.97,205.59,20.96,39.32,29.44,2.82,93.75,152.15
23.46,71.83,9.78,1021.67,35.53,293.51,86.89,47.01,3.69,163.18,147.5
26.1,68.92,9.57,1008.03,215.13,11.35,45.31,2.36,3.18,159.1,136.2
26.25,46.52,8.1,1018.76,224.89,263.36,91.99,29.49,3.85,17.96,198.65
32.89,39.37,2.8,997.91,236.94,99.12,52.3,36.42,3.68,61.63,164.85
24.52,68.16,1.15,1014.85,102.38,282.19,42.89,37.76,3.52,85.36,155.37
26.4,65.96,3.51,1017.53,58.2,101.91,76.29,45.44,4.14,39.29,93.24
28.04,40.76,3.03,1030.07,96.54,199.75,11.95,2.21,3.3,134.1,131.64
25.93,72.31,5.31,1005.29,86.56,33.21,13.5,2.02,2.13,41.37,64.46
22.77,57.31,7.89,1000.22,48.16,80.28,66.94,24.67,2.47,68.93,66.67
25.97,70.07,8.65,1004.05,153.78,234.37,51.26,3.41,3.64,122.76,176.68
30.37,80.24,8.53,999.63,121.77,163.32,80.09,48.78,4.41,91.96,122.51
19.87,40.18,3.92,1026.37,217.1,279.11,92.05,12.66,1.51,135.56,234.78
25.66,31.15,7.03,1028.49,12.87,134.34,41.89,24.69,1.84,173.41,30.45
21.5,76.75,3.47,1016.2,162.75,262.25,61.66,4.93,4.67,29.81,202.89
30.98,66.58,1.08,1025.21,191.92,140.2,52.57,27.06,2.98,130.63,155.5
17.38,71.98,7.16,1014.34,191.07,293.98,98.25,20.24,1.06,49.16,213.77
22.21,80.29,0.59,1012.05,222.09,288.35,83.95,4.14,3.39,80.46,223.38
26.89,78.17,4.39,1009.67,183.61,105.45,91.62,18.09,4.96,15.59,153.88
32.83,87.66,3.63,1009.9,232.31,266.92,29.16,20.79,4.15,33.1,221.62
